field.header.stamp,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z
1624346757,5.001869658,86.38592033,-33.17399267,1,-2.227783203,1.251220703,-1.098632813,-0.319580078,-0.119873047,0.952148438
1624346760,5.537784264,85.48980082,-35.074586,1,-2.380371094,1.342773438,-0.305175781,-0.327636719,-0.11328125,0.958007813
1624346763,6.252337073,85.13135302,-35.76571085,1,-2.136230469,1.373291016,-1.098632813,-0.323242188,-0.121337891,0.950439453
1624346765,7.145528083,84.23523352,-34.55624237,1,-1.770019531,0.762939453,-0.48828125,-0.32421875,-0.115234375,0.957519531
1624346768,5.895060668,85.84824863,-34.03789873,1,-2.258300781,1.098632813,-0.366210938,-0.320800781,-0.114501953,0.955810547
1624346771,6.788251679,85.31057692,-33.5195551,1,-2.319335938,1.007080078,-0.457763672,-0.326660156,-0.116455078,0.953857422
1624346773,3.572764042,85.31057692,-35.24736722,1,-2.075195313,0.915527344,-0.396728516,-0.325439453,-0.111328125,0.963134766
1624346776,6.252337073,84.77290522,-34.38346116,1,-1.708984375,0.701904297,-0.610351563,-0.318603516,-0.115478516,0.963623047
1624346779,6.788251679,84.59368132,-33.17399267,1,-1.586914063,0.854492188,-0.396728516,-0.327148438,-0.110595703,0.951904297
1624346782,5.18050786,84.05600962,-34.03789873,1,-1.892089844,1.037597656,-0.518798828,-0.322509766,-0.109619141,0.961425781
1624346784,5.359146062,84.23523352,-32.48286783,1,-1.678466797,1.098632813,-0.396728516,-0.316894531,-0.112060547,0.958984375
1624346787,5.18050786,84.41445742,-33.34677389,1,-2.258300781,1.068115234,-1.098632813,-0.325927734,-0.117431641,0.948730469
1624346790,6.430975275,85.66902473,-34.21067995,1,-1.831054688,0.915527344,-0.457763672,-0.322021484,-0.113525391,0.958007813
1624346792,5.716422466,85.31057692,-34.55624237,1,-2.044677734,1.007080078,-1.342773438,-0.318847656,-0.116699219,0.950439453
1624346795,5.716422466,84.59368132,-35.24736722,1,-1.800537109,0.9765625,-0.640869141,-0.322265625,-0.120117188,0.960205078
1624346798,7.324166285,85.48980082,-34.03789873,1,-1.861572266,0.732421875,-1.098632813,-0.320800781,-0.118164063,0.953369141
1624346800,5.537784264,83.33911401,-35.074586,1,-2.410888672,1.46484375,-0.9765625,-0.325439453,-0.115478516,0.958740234
1624346803,5.537784264,83.33911401,-34.38346116,1,-1.617431641,1.098632813,-0.152587891,-0.322998047,-0.116699219,0.963867188
1624346806,5.895060668,83.69756181,-34.72902358,1,-1.708984375,0.640869141,-0.366210938,-0.328857422,-0.110351563,0.959472656
1624346808,6.788251679,84.95212912,-33.86511752,1,-2.593994141,1.342773438,-0.671386719,-0.317871094,-0.116943359,0.947998047
1624346811,6.252337073,84.77290522,-34.38346116,1,-2.136230469,0.793457031,-0.9765625,-0.318847656,-0.112304688,0.947753906
1624346814,6.609613477,85.48980082,-33.34677389,1,-1.708984375,0.854492188,-0.457763672,-0.322753906,-0.113769531,0.959960938
1624346817,4.644593254,85.66902473,-34.55624237,1,-1.922607422,0.854492188,-0.854492188,-0.321533203,-0.120605469,0.952636719
1624346819,5.18050786,83.69756181,-35.074586,1,-2.136230469,1.098632813,-0.48828125,-0.328857422,-0.112304688,0.962158203
1624346822,4.823231456,84.77290522,-33.69233631,1,-2.44140625,1.007080078,-1.129150391,-0.316162109,-0.120849609,0.929931641
1624346825,6.788251679,84.59368132,-34.55624237,1,-2.319335938,1.220703125,-0.732421875,-0.326660156,-0.112060547,0.94921875
1624346827,-1.607743819,65.7751717,-21.25208906,1,-2.197265625,54.74853516,2.502441406,-0.230224609,0.006591797,1.154052734
1624346830,1.429105617,72.04800824,-28.33611874,1,-2.014160156,0.854492188,-0.274658203,-0.222167969,-0.063964844,0.993896484
1624346833,1.965020223,74.01947115,-27.47221268,1,-1.983642578,0.274658203,-0.335693359,-0.217285156,-0.06640625,0.997558594
1624346835,0,73.12335165,-27.64499389,1,-2.197265625,1.098632813,-1.037597656,-0.215576172,-0.071044922,0.987304688
1624346838,1.965020223,72.22723214,-26.78108784,1,-2.136230469,0.9765625,-0.549316406,-0.212402344,-0.070068359,0.992919922
1624346841,2.322296627,72.94412775,-26.43552541,1,-2.136230469,0.915527344,-0.9765625,-0.212646484,-0.071044922,0.990478516
1624346843,1.965020223,73.66102335,-27.47221268,1,-1.953125,0.610351563,-0.335693359,-0.213378906,-0.068603516,0.997314453
1624346846,1.250467415,71.86878434,-27.81777511,1,-1.983642578,0.915527344,-0.823974609,-0.211181641,-0.071044922,0.991699219
1624346849,0.89319101,74.37791896,-28.16333753,1,-2.563476563,0.579833984,-1.495361328,-0.205566406,-0.080566406,0.988037109
1624346852,-60.91562691,39.60848214,-35.074586,1,-1.617431641,0.885009766,-0.9765625,-0.219970703,0.005371094,0.985107422
1624346854,-61.63017972,38.89158654,-35.42014843,1,-1.922607422,-9.185791016,2.105712891,-0.2265625,0.01171875,1.005371094
1624346857,-62.52337073,38.35391484,-35.59292964,1,-2.136230469,1.190185547,-1.220703125,-0.222412109,0.004638672,0.981933594
1624346860,-63.23792353,39.07081044,-34.90180479,1,-1.800537109,0.946044922,-0.640869141,-0.230957031,0.01171875,0.992431641
1624346862,-61.45154151,40.14615385,-35.93849206,1,-2.075195313,0.885009766,-0.610351563,-0.2265625,0.003662109,0.987792969
1624346865,-60.0224359,40.86304945,-33.5195551,1,-1.739501953,0.579833984,-0.427246094,-0.225097656,0.008544922,0.989257813
1624346868,-61.27290331,41.75916896,-35.074586,1,-1.922607422,1.129150391,-0.549316406,-0.225341797,0.008056641,0.986816406
1624346870,-61.80881792,42.29684066,-33.86511752,1,-2.105712891,-1.770019531,-0.366210938,-0.227294922,0.008789063,0.999023438
1624346873,-60.2010741,40.68382555,-35.074586,1,-2.044677734,1.342773438,-0.915527344,-0.22265625,0.005615234,0.989013672
1624346876,-62.34473252,42.47606456,-34.38346116,1,-2.136230469,1.586914063,-1.220703125,-0.226074219,0.005859375,0.991943359
1624346878,-61.45154151,42.29684066,-33.86511752,1,-1.922607422,0.732421875,-0.457763672,-0.226074219,0.010498047,0.992431641
1624346881,-60.91562691,40.68382555,-34.38346116,1,-2.044677734,1.403808594,-0.823974609,-0.227294922,0.006103516,0.990722656
1624346884,-61.27290331,41.04227335,-35.074586,1,-1.800537109,0.793457031,-0.335693359,-0.228027344,0.009033203,0.989990234
1624346887,-42.33725389,-4.122149725,-3.282843025,1,54.87060547,-44.73876953,25.14648438,-0.102539063,0.213623047,0.812255859
1624346889,7.681442689,4.83904533,0.863906059,1,-20.01953125,11.90185547,10.28442383,0.333740234,-0.007568359,0.901123047
1624346892,26.97436851,24.19522665,3.628405449,1,21.30126953,25.93994141,47.69897461,0.482421875,-0.077148438,0.808349609
1624346895,37.33538423,54.30484203,17.10533997,1,-4.486083984,-4.577636719,11.56616211,0.401123047,-0.114990234,0.909667969
1624346897,2.322296627,41.75916896,16.75977755,1,-16.11328125,15.71655273,17.60864258,0.4296875,-0.056152344,1.010986328
1624346900,-71.09800443,22.58221154,39.04855388,1,-23.86474609,1.403808594,44.61669922,0.287841797,0.089599609,1.0390625
1624346903,-6.609613477,14.15868819,33.34677389,1,-8.605957031,-10.10131836,22.03369141,0.266357422,-0.080566406,0.993896484
1624346905,-25.00934829,8.244299451,26.60830662,1,-6.896972656,32.25708008,-6.256103516,0.233642578,-0.061767578,1.057617188
1624346908,-25.36662469,78.85851648,12.78580968,1,-1.46484375,-25.08544922,3.845214844,0.231689453,0.010498047,0.906005859
1624346911,-34.8344494,29.21349588,-44.40477144,1,1.159667969,-46.26464844,-29.35791016,0.485839844,0.764892578,-0.631591797
1624346913,32.15487637,9.678090659,-6.220123626,1,25.97045898,0.061035156,-4.943847656,0.358642578,-0.108886719,0.858398438
1624346916,-24.11615728,-15.23403159,10.88521635,1,-136.7492676,-7.568359375,198.4863281,0.111572266,0.084472656,1.017333984
1624346919,-42.6945303,-14.51713599,10.53965392,1,-2.136230469,1.251220703,-1.037597656,-0.156738281,-0.019042969,1.00390625
1624346922,-42.51589209,-12.90412088,8.293498168,1,-1.892089844,0.061035156,-0.48828125,-0.165283203,-0.021240234,0.993408203
1624346924,-42.8731685,-15.7717033,6.911248474,1,-2.166748047,1.434326172,-1.068115234,-0.161865234,-0.017333984,1.004150391
1624346927,-43.58772131,-13.97946429,7.602373321,1,-2.044677734,0.854492188,-0.549316406,-0.162841797,-0.01953125,1.001708984
1624346930,-42.15861569,-14.69635989,9.33018544,1,-1.708984375,0.366210938,-0.457763672,-0.175048828,-0.014404297,1.004394531
1624346932,-40.19359547,-14.87558379,9.848529075,1,-2.044677734,1.831054688,-0.640869141,-0.163085938,-0.011962891,1.006347656
1624346935,-40.90814828,-14.87558379,7.084029686,1,-2.380371094,1.403808594,-1.220703125,-0.163818359,-0.015380859,1.001464844
1624346938,-40.37223367,-15.41325549,8.639060592,1,-1.983642578,0.122070313,-0.122070313,-0.169921875,-0.013183594,1.003173828
1624346940,-41.62270108,-18.46006181,6.047342415,1,-1.556396484,0.091552734,-0.732421875,-0.166748047,-0.018066406,0.990966797
1624346943,-40.90814828,-14.51713599,9.502966651,1,-1.983642578,0.549316406,-0.610351563,-0.168457031,-0.017089844,1.004638672
1624346946,-40.90814828,-15.5924794,8.120716957,1,-1.800537109,0.305175781,-0.305175781,-0.169433594,-0.010742188,1.005126953
1624346948,-41.08678648,-15.41325549,8.984623016,1,-2.136230469,1.037597656,-1.007080078,-0.165771484,-0.020996094,1.00390625
1624346951,-42.15861569,-15.05480769,8.984623016,1,-2.227783203,1.556396484,-1.129150391,-0.167480469,-0.015380859,1.004638672
1624346954,-40.19359547,-15.5924794,9.502966651,1,-1.983642578,1.068115234,-0.427246094,-0.171386719,-0.010498047,1.003662109
1624346957,-40.90814828,-15.5924794,10.1940915,1,-2.166748047,1.403808594,-0.9765625,-0.163818359,-0.013427734,1.001220703
1624346959,-40.55087187,-13.80024038,10.1940915,1,-2.288818359,1.068115234,-0.915527344,-0.171875,-0.012695313,1
1624346962,-41.26542468,-14.51713599,9.848529075,1,-1.922607422,0.823974609,-0.274658203,-0.17578125,-0.006103516,0.999267578
1624346965,-40.72951007,-17.92239011,6.220123626,1,-1.831054688,0.671386719,-0.427246094,-0.168701172,-0.012451172,0.997314453
1624346967,-40.37223367,-13.62101648,8.984623016,1,-2.288818359,1.098632813,-1.098632813,-0.169921875,-0.014160156,1.001464844
1624346970,-40.55087187,-15.5924794,10.88521635,1,-1.861572266,0.640869141,-0.549316406,-0.169921875,-0.008300781,1.00390625
1624346973,-40.37223367,-15.05480769,9.33018544,1,-1.678466797,0.946044922,-0.732421875,-0.166748047,-0.014404297,0.990722656
1624346975,-41.62270108,-14.87558379,9.848529075,1,-1.953125,0.946044922,-0.305175781,-0.169189453,-0.010009766,1.004638672
1624346978,-38.58585165,-16.4885989,6.56568605,1,-2.197265625,1.678466797,-1.190185547,-0.162109375,-0.012207031,0.998291016
1624346981,-39.65768086,-16.4885989,9.33018544,1,-1.800537109,0.579833984,-0.274658203,-0.166992188,-0.013671875,1.001953125
1624346984,-39.47904266,-18.81850962,7.775154533,1,-2.136230469,1.617431641,-1.159667969,-0.166992188,-0.011474609,1.003173828
1624346986,-39.30040446,-16.4885989,9.33018544,1,-1.800537109,0.122070313,-0.396728516,-0.169921875,-0.012451172,1.002441406
1624346989,-40.72951007,-18.28083791,7.947935745,1,-1.525878906,0.793457031,-0.183105469,-0.173828125,-0.013916016,1.000488281
1624346992,-39.65768086,-15.41325549,9.675747863,1,-2.288818359,1.281738281,-1.098632813,-0.167724609,-0.01171875,0.995361328
1624346994,-39.83631906,-15.9509272,8.811841804,1,-2.258300781,1.159667969,-0.732421875,-0.165527344,-0.011962891,0.997070313
1624346997,-39.65768086,-14.69635989,10.02131029,1,-1.800537109,2.044677734,-0.885009766,-0.167480469,-0.009521484,1.010742188
1624347000,-40.37223367,-15.7717033,10.36687271,1,-1.953125,0.274658203,-0.396728516,-0.174560547,-0.012207031,1.002197266
1624347002,-38.58585165,-16.4885989,9.675747863,1,-2.044677734,0.762939453,-1.220703125,-0.162353516,-0.012939453,0.999023438
1624347005,-38.40721345,-17.0262706,9.157404228,1,-2.014160156,0.549316406,-0.640869141,-0.166503906,-0.013916016,0.996337891
1624347008,-38.76448985,-17.74316621,9.157404228,1,-2.105712891,0.366210938,-0.579833984,-0.165527344,-0.015869141,1.000244141
1624347010,-40.37223367,-16.4885989,9.33018544,1,-2.075195313,1.007080078,-1.068115234,-0.169189453,-0.008056641,1.005126953
1624347013,-39.47904266,-17.0262706,8.46627938,1,-2.044677734,0.48828125,-0.244140625,-0.173583984,-0.004150391,0.998291016
1624347016,-40.19359547,-16.309375,8.46627938,1,-1.953125,0.9765625,-1.068115234,-0.172119141,-0.012207031,0.997314453
1624347019,-38.76448985,-15.9509272,8.46627938,1,-2.136230469,1.46484375,-0.946044922,-0.173828125,-0.006347656,0.997558594
1624347021,-39.30040446,-15.7717033,9.33018544,1,-1.647949219,2.105712891,-0.793457031,-0.172363281,-0.007324219,0.997070313
1624347024,-39.30040446,-15.7717033,11.05799756,1,-2.166748047,1.922607422,-1.495361328,-0.173095703,-0.008300781,1.001953125
1624347027,-38.40721345,-16.6678228,9.502966651,1,-2.410888672,2.075195313,-1.037597656,-0.170410156,-0.002441406,1.005126953
1624347029,-41.44406288,-15.41325549,8.293498168,1,-2.166748047,1.281738281,-0.946044922,-0.168212891,-0.011474609,0.994384766
1624347032,-38.58585165,-13.97946429,8.639060592,1,-1.495361328,-0.701904297,-0.122070313,-0.178955078,0.002685547,0.994628906
1624347035,-38.22857524,-15.05480769,11.05799756,1,-2.258300781,1.647949219,-1.220703125,-0.169921875,-0.006591797,0.995361328
1624347037,-38.40721345,-15.9509272,8.811841804,1,-1.861572266,0.549316406,-0.549316406,-0.170166016,-0.009765625,1.006347656
1624347040,-37.87129884,-16.4885989,8.293498168,1,-1.617431641,0.152587891,-0.152587891,-0.165527344,-0.004150391,0.995361328
1624347043,-39.83631906,-15.9509272,9.848529075,1,-1.892089844,1.037597656,-0.549316406,-0.170410156,-0.003417969,1.007568359
1624347045,-39.83631906,-17.38471841,10.53965392,1,-2.227783203,1.647949219,-0.9765625,-0.16796875,-0.003662109,1.000488281
1624347048,-38.76448985,-15.5924794,8.811841804,1,-2.136230469,1.434326172,-1.037597656,-0.170654297,-0.00390625,1.003173828
1624347051,-37.69266064,-16.309375,8.46627938,1,-1.953125,1.007080078,-0.854492188,-0.168701172,-0.006835938,1.001464844
1624347054,-38.94312805,-17.92239011,9.675747863,1,-2.044677734,0.335693359,-0.549316406,-0.168212891,-0.008789063,0.994873047
1624347056,-38.94312805,-17.20549451,8.984623016,1,-1.708984375,0.823974609,-0.335693359,-0.170898438,-0.005371094,1.000488281
1624347059,-38.58585165,-17.20549451,7.947935745,1,-2.014160156,1.647949219,-1.403808594,-0.168945313,-0.008789063,1.004394531
1624347062,-38.22857524,-15.7717033,8.984623016,1,-1.800537109,0.030517578,-0.244140625,-0.172607422,-0.012695313,1.001464844
1624347064,-39.65768086,-18.63928571,7.602373321,1,-2.166748047,1.373291016,-0.610351563,-0.173095703,-0.009521484,1.001220703
1624347067,-39.30040446,-15.7717033,9.675747863,1,-2.349853516,0.854492188,-0.701904297,-0.165283203,-0.014404297,0.999023438
1624347070,-39.65768086,-16.1301511,8.639060592,1,-1.647949219,1.007080078,-0.457763672,-0.175048828,-0.01171875,1.001708984
1624347072,-39.65768086,-16.4885989,10.02131029,1,-1.678466797,0.183105469,-0.091552734,-0.176757813,-0.010742188,0.997802734
1624347075,-40.37223367,-15.05480769,10.02131029,1,-2.258300781,1.46484375,-1.007080078,-0.168945313,-0.004638672,1.002685547
1624347078,-39.30040446,-13.97946429,8.293498168,1,-2.319335938,1.281738281,-1.342773438,-0.166259766,-0.011230469,0.996826172
1624347080,-39.30040446,-15.7717033,8.293498168,1,-2.105712891,1.495361328,-1.220703125,-0.165283203,-0.011474609,1.000976563
1624347083,-39.65768086,-16.4885989,10.02131029,1,-2.044677734,0.640869141,-0.48828125,-0.170654297,-0.013427734,0.999755859
1624347086,-39.83631906,-15.5924794,9.502966651,1,-1.953125,-0.091552734,-0.244140625,-0.164794922,-0.016357422,0.995117188
1624347089,-39.65768086,-17.20549451,10.36687271,1,-2.075195313,1.159667969,-1.312255859,-0.169677734,-0.011474609,0.993652344
1624347091,-39.83631906,-17.0262706,8.46627938,1,-2.349853516,1.434326172,-1.007080078,-0.166748047,-0.006835938,1.002197266
1624347094,-40.72951007,-15.7717033,9.33018544,1,-1.953125,0.518798828,-0.427246094,-0.168457031,-0.015869141,1.004882813
1624347097,-39.12176625,-17.38471841,9.848529075,1,-1.983642578,0.762939453,-1.068115234,-0.166015625,-0.014648438,0.993408203
1624347099,-39.83631906,-14.51713599,8.46627938,1,-1.098632813,-1.129150391,0.396728516,-0.174804688,-0.009765625,1.002929688
1624347102,-37.69266064,-17.38471841,8.46627938,1,-2.258300781,1.403808594,-1.281738281,-0.166992188,-0.009521484,1.000976563
1624347105,-39.65768086,-17.20549451,8.293498168,1,-1.892089844,0.457763672,-0.640869141,-0.174560547,-0.010742188,1.000488281
1624347107,-38.94312805,-17.56394231,7.947935745,1,-1.770019531,0.823974609,-0.518798828,-0.173828125,-0.007080078,1.006591797
1624347110,-39.83631906,-17.0262706,9.848529075,1,-1.861572266,0.274658203,-0.305175781,-0.168945313,-0.010986328,1.000976563
1624347113,-36.97810783,-17.74316621,8.811841804,1,-2.166748047,1.495361328,-0.915527344,-0.167480469,-0.013671875,1.000488281
1624347115,-38.04993704,-17.38471841,9.848529075,1,-2.349853516,1.708984375,-1.068115234,-0.167724609,-0.009521484,0.999267578
1624347118,-39.12176625,-15.9509272,9.157404228,1,-1.739501953,1.037597656,-0.305175781,-0.173095703,-0.006835938,0.998535156
1624347121,-37.69266064,-16.309375,9.157404228,1,-1.983642578,0.396728516,-0.610351563,-0.168457031,-0.010009766,0.997802734
1624347124,-37.69266064,-17.38471841,9.157404228,1,-1.770019531,0.122070313,-0.335693359,-0.172607422,-0.006835938,1
1624347126,-36.62083143,-15.9509272,8.46627938,1,-1.831054688,0.061035156,-0.48828125,-0.173583984,-0.0078125,0.999511719
1624347129,-37.69266064,-17.0262706,9.157404228,1,-1.586914063,0.305175781,-0.213623047,-0.172607422,-0.006591797,0.998291016
1624347132,-38.04993704,-17.0262706,9.157404228,1,-2.166748047,1.617431641,-1.190185547,-0.166748047,-0.008544922,0.999267578
1624347134,-37.87129884,-17.56394231,8.984623016,1,-1.953125,0.213623047,-0.396728516,-0.173583984,-0.008056641,0.999023438
1624347137,-37.87129884,-18.99773352,9.33018544,1,-1.983642578,1.831054688,-0.946044922,-0.170166016,-0.010742188,1.006591797
1624347140,-37.33538423,-19.53540522,6.392904838,1,-2.105712891,0.457763672,-0.213623047,-0.172607422,-0.002685547,1
1624347142,-37.51402244,-17.56394231,9.33018544,1,-2.166748047,0.915527344,-1.037597656,-0.170898438,-0.007324219,0.997070313
1624347145,-38.58585165,-16.4885989,9.675747863,1,-2.166748047,1.312255859,-0.610351563,-0.172119141,-0.006103516,1.002441406
1624347148,-37.69266064,-18.46006181,10.53965392,1,-1.708984375,0.640869141,-0.244140625,-0.171142578,-0.009033203,1.002685547
1624347150,-38.40721345,-17.0262706,9.848529075,1,-1.831054688,0.701904297,-0.396728516,-0.170410156,-0.010009766,1.003173828
1624347153,-37.15674603,-18.28083791,8.984623016,1,-1.953125,1.46484375,-1.007080078,-0.169189453,-0.008544922,0.99609375
1624347156,-36.97810783,-17.38471841,9.157404228,1,-1.953125,1.617431641,-1.007080078,-0.166748047,-0.013183594,1.002197266
1624347158,-37.51402244,-17.56394231,9.675747863,1,-2.136230469,1.46484375,-1.342773438,-0.167724609,-0.008056641,1
1624347161,-37.51402244,-17.56394231,8.984623016,1,-2.166748047,1.46484375,-0.915527344,-0.169433594,-0.008300781,0.999511719
1624347164,-37.87129884,-17.20549451,9.675747863,1,-1.892089844,0.518798828,-0.579833984,-0.177246094,-0.011230469,1.002929688
1624347167,-38.04993704,-17.74316621,10.53965392,1,-2.197265625,1.068115234,-0.854492188,-0.166015625,-0.008789063,0.994384766
1624347169,-38.04993704,-17.0262706,9.848529075,1,-2.014160156,1.586914063,-0.793457031,-0.171386719,-0.007568359,1.008056641
1624347172,-37.69266064,-18.10161401,9.157404228,1,-2.319335938,1.556396484,-1.220703125,-0.168701172,-0.009521484,1.000976563
1624347175,-35.54900221,-21.32764423,11.57634119,1,-2.258300781,0.854492188,-0.9765625,-0.191650391,-0.010986328,0.998046875
1624347177,-34.1198966,-21.32764423,11.23077877,1,-1.770019531,0.762939453,-0.762939453,-0.189941406,-0.004150391,0.995117188
1624347180,-34.8344494,-25.27057005,9.157404228,1,-2.380371094,0.885009766,-0.701904297,-0.191650391,-0.010253906,0.993652344
1624347183,-35.19172581,-26.34591346,7.775154533,1,-2.044677734,1.068115234,-0.732421875,-0.190673828,-0.010009766,0.994140625
1624347185,-34.477173,-20.96919643,10.53965392,1,-1.46484375,1.007080078,-0.549316406,-0.192626953,-0.000976563,0.999267578
1624347188,-34.477173,-22.04453984,11.57634119,1,-1.831054688,0.885009766,-0.579833984,-0.192871094,-0.006835938,1.007080078
1624347191,-34.6558112,-21.50686813,11.40355998,1,-2.44140625,0.9765625,-0.610351563,-0.190673828,-0.010253906,0.992919922
1624347193,-33.40534379,-21.68609203,12.61302846,1,-1.495361328,0.671386719,-0.366210938,-0.190185547,-0.008056641,1.001953125
1624347196,-35.72764042,-22.22376374,11.74912241,1,-1.770019531,1.098632813,-0.701904297,-0.188720703,-0.004150391,1.001464844
1624347199,-34.6558112,-21.86531593,10.02131029,1,-2.014160156,0.9765625,-0.305175781,-0.193603516,-0.004150391,1.00390625
1624347202,-34.8344494,-21.68609203,11.92190362,1,-2.471923828,1.098632813,-0.732421875,-0.188232422,-0.01171875,0.992431641
1624347204,-34.6558112,-25.09134615,9.675747863,1,-2.319335938,0.946044922,-0.549316406,-0.198486328,-0.005371094,0.998046875
1624347207,-36.08491682,-21.50686813,13.47693452,1,-1.739501953,0.762939453,-0.579833984,-0.193359375,-0.003173828,1.006103516
1624347210,-35.19172581,-20.96919643,11.92190362,1,-2.319335938,0.48828125,-0.854492188,-0.192138672,-0.006591797,0.994873047
1624347212,-32.51215278,-21.14842033,11.74912241,1,-2.349853516,0.823974609,-0.793457031,-0.194580078,-0.009033203,0.999511719
1624347215,-36.08491682,-21.86531593,12.09468483,1,-1.586914063,0.823974609,-0.610351563,-0.19140625,-0.002929688,1.001953125
1624347218,-34.6558112,-22.22376374,11.40355998,1,-2.197265625,0.9765625,-0.640869141,-0.193115234,-0.006591797,0.994384766
1624347220,-34.477173,-23.11988324,10.88521635,1,-2.044677734,1.007080078,-0.305175781,-0.192382813,-0.007568359,0.999023438
1624347223,-34.2985348,-21.50686813,10.36687271,1,-2.288818359,1.190185547,-0.457763672,-0.197998047,0.003417969,1.0078125
1624347226,-34.477173,-21.68609203,10.88521635,1,-2.288818359,1.007080078,-0.366210938,-0.185791016,-0.004150391,1.002197266
1624347228,-33.40534379,-23.11988324,11.23077877,1,-1.739501953,0.915527344,-0.549316406,-0.189697266,-0.004394531,1.005371094
1624347231,-34.6558112,-22.58221154,11.40355998,1,-2.563476563,0.762939453,-0.610351563,-0.192626953,-0.004882813,0.99609375
1624347234,-34.477173,-20.96919643,10.53965392,1,-1.892089844,0.915527344,-0.9765625,-0.186767578,-0.010498047,0.990478516
1624347237,-34.2985348,-21.86531593,12.09468483,1,-7.171630859,0.48828125,-1.586914063,-0.178955078,-0.018554688,0.916748047
1624347239,-34.477173,-24.55367445,8.811841804,1,-1.647949219,0.854492188,-0.579833984,-0.190185547,-0.007324219,1.004638672
1624347242,-33.94125839,-22.22376374,11.05799756,1,-2.349853516,0.885009766,-1.098632813,-0.187011719,-0.008789063,0.982421875
1624347245,-34.6558112,-24.37445055,11.74912241,1,-2.288818359,0.885009766,-0.732421875,-0.190673828,-0.002441406,0.993896484
1624347247,-33.76262019,-23.11988324,10.53965392,1,-1.525878906,0.9765625,-0.885009766,-0.185058594,-0.001953125,0.997802734
1624347250,-32.86942918,-25.44979396,10.36687271,1,-2.197265625,0.946044922,-0.946044922,-0.186523438,-0.007568359,0.994384766
1624347253,-34.2985348,-22.22376374,12.44024725,1,-2.227783203,0.762939453,-0.640869141,-0.187988281,-0.006347656,0.995117188
1624347255,-33.04806738,-22.76143544,11.57634119,1,-1.251220703,0.885009766,-0.48828125,-0.186523438,-0.007568359,1.002685547
1624347258,-35.01308761,-22.58221154,10.71243513,1,-1.586914063,0.579833984,-0.640869141,-0.186279297,-0.0078125,0.99609375
1624347261,-34.2985348,-24.37445055,11.74912241,1,-2.502441406,1.037597656,-0.671386719,-0.189697266,-0.003173828,0.997802734
1624347263,-33.94125839,-22.94065934,12.09468483,1,-2.990722656,0.946044922,-1.190185547,-0.187255859,-0.006591797,0.995361328
1624347266,-33.94125839,-24.37445055,11.74912241,1,-1.739501953,0.946044922,0.061035156,-0.198242188,-0.008300781,1.005859375
1624347269,-34.1198966,-22.76143544,12.26746604,1,-2.166748047,1.068115234,-0.457763672,-0.190917969,-0.005615234,0.997070313
1624347272,-33.22670559,-22.94065934,11.74912241,1,-2.288818359,0.823974609,-0.244140625,-0.191162109,-0.005126953,1.001220703
1624347274,-34.2985348,-21.86531593,10.71243513,1,-1.739501953,0.732421875,-0.701904297,-0.192138672,-0.0078125,0.996826172
1624347277,-34.8344494,-23.11988324,11.57634119,1,-1.861572266,0.9765625,-0.244140625,-0.189941406,0,1.0078125
