field.header.stamp,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z
1628572847,-43.766359508547005,171.87572115384614,171.87572115384614,1,-11.29150390625,-11.29150390625,-11.29150390625,0.126220703125,0.126220703125,0.126220703125
1628572848,-71.99119543650794,157.17936126373627,157.17936126373627,1,-11.8408203125,-11.8408203125,-11.8408203125,0.13134765625,0.13134765625,0.13134765625
1628572849,-73.42030105311355,153.59488324175825,153.59488324175825,1,-1.03759765625,-1.03759765625,-1.03759765625,0.066162109375,0.066162109375,0.066162109375
1628572849,-72.52711004273505,153.77410714285713,153.77410714285713,1,-2.50244140625,-2.50244140625,-2.50244140625,0.0458984375,0.0458984375,0.0458984375
1628572850,-71.99119543650794,152.16109203296702,152.16109203296702,1,-1.068115234375,-1.068115234375,-1.068115234375,0.116455078125,0.116455078125,0.116455078125
1628572851,-73.06302464896214,152.16109203296702,152.16109203296702,1,-2.532958984375,-2.532958984375,-2.532958984375,0.088623046875,0.088623046875,0.088623046875
1628572851,-71.63391903235653,153.23643543956044,153.23643543956044,1,-3.143310546875,-3.143310546875,-3.143310546875,0.0498046875,0.0498046875,0.0498046875
1628572855,-52.51963141025641,159.15082417582414,159.15082417582414,1,-12.664794921875,-12.664794921875,-12.664794921875,0.1044921875,0.1044921875,0.1044921875
1628572856,-36.97810782967033,170.44192994505494,170.44192994505494,1,-13.61083984375,-13.61083984375,-13.61083984375,0.149169921875,0.149169921875,0.149169921875
1628572857,-40.01495726495727,192.12802197802196,192.12802197802196,1,-14.923095703125,-14.923095703125,-14.923095703125,0.10791015625,0.10791015625,0.10791015625
1628572857,-45.73137973137973,196.0709478021978,196.0709478021978,1,-1.251220703125,-1.251220703125,-1.251220703125,0.1484375,0.1484375,0.1484375
1628572858,-45.91001793345543,195.53327609890107,195.53327609890107,1,-1.28173828125,-1.28173828125,-1.28173828125,0.06787109375,0.06787109375,0.06787109375
1628572858,-46.80320894383394,194.99560439560437,194.99560439560437,1,-1.5869140625,-1.5869140625,-1.5869140625,0.11328125,0.11328125,0.11328125
1628572859,-46.98184714590965,196.6086195054945,196.6086195054945,1,-0.91552734375,-0.91552734375,-0.91552734375,0.128173828125,0.128173828125,0.128173828125
1628572860,-48.232314560439555,196.0709478021978,196.0709478021978,1,1.190185546875,1.190185546875,1.190185546875,0.191650390625,0.191650390625,0.191650390625
1628572863,-66.63204937423687,204.49447115384615,204.49447115384615,1,-11.016845703125,-11.016845703125,-11.016845703125,0.105224609375,0.105224609375,0.105224609375
1628572864,-52.69826961233211,183.70449862637363,183.70449862637363,1,-12.20703125,-12.20703125,-12.20703125,0.107421875,0.107421875,0.107421875
1628572864,-58.41469207875458,176.53554258241758,176.53554258241758,1,-15.2587890625,-15.2587890625,-15.2587890625,0.1484375,0.1484375,0.1484375
1628572864,-58.236053876678874,170.97960164835163,170.97960164835163,1,-2.410888671875,-2.410888671875,-2.410888671875,0.02197265625,0.02197265625,0.02197265625
1628572865,-59.48652129120879,170.80037774725272,170.80037774725272,1,-4.852294921875,-4.852294921875,-4.852294921875,0.123291015625,0.123291015625,0.123291015625
1628572865,-59.30788308913309,171.69649725274724,171.69649725274724,1,-1.52587890625,-1.52587890625,-1.52587890625,0.064453125,0.064453125,0.064453125
1628572866,-58.771968482905976,168.64969093406592,168.64969093406592,1,-1.495361328125,-1.495361328125,-1.495361328125,0.1083984375,0.1083984375,0.1083984375
1628572866,-58.59333028083027,168.470467032967,168.470467032967,1,-1.46484375,-1.46484375,-1.46484375,0.1513671875,0.1513671875,0.1513671875
1628572866,-57.342862866300365,168.29124313186813,168.29124313186813,1,-0.9765625,-0.9765625,-0.9765625,0.093017578125,0.093017578125,0.093017578125
1628572867,-58.41469207875458,168.64969093406592,168.64969093406592,1,-4.5166015625,-4.5166015625,-4.5166015625,0.174560546875,0.174560546875,0.174560546875
1628572867,-59.30788308913309,167.7535714285714,167.7535714285714,1,0.091552734375,0.091552734375,0.091552734375,0.079833984375,0.079833984375,0.079833984375
